desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia,size,descripcion,superficie,colloc,precio_m2
,casa en venta en merida en dzitya 3 residencial valera en dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,3550000.0,,,,2.0,,3.0,,,dzitya,
,townhouse de 2 recamaras en andae dzitya merida norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2700000.0,,,,2.0,,2.0,,,,
,casa en el corazon de altabrisa plenia merida norte,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,5400000.0,,,,3.0,,3.0,,,altabrisa,
,casa de una planta en venta en merida en cumbre dzitya modelo alka,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5200000.0,,,,3.0,,3.0,,,,
,casa en venta en cholul merida. privada parque central cipres lote 14,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,5850000.0,,,,4.0,,4.0,,,cholul,
,casa en el barrio de santiago,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5900000.0,,,,2.0,,2.0,,,,
,remate de casa en los heroes merida a0512,metros_cubicos,los heroes,,,2024-03-16 21:06:01.279679,,,818499.0,,,,2.0,,3.0,,,los heroes,
,hotel de 13 habitaciones en el centro historico de merida.,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,24000000.0,,,,15.0,,13.0,,,merida centro,
,casa en venta en merida country club privada oasis,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,5.0,,4.0,,,,
,casa en pueblo dzitya,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,58600000.0,,,,5.0,,4.0,,,dzitya,
,casa en fco de montejo merida super inversion  mg,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1114410.0,,,,2.0,,4.0,,,,
,casa en las americas ii merida syp,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,635326.0,,,,2.0,,3.0,,,,
,remate de casa en montebello merida a0512,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,990099.0,,,,3.0,,4.0,,,montebello,
,remate de casa en msine merida a0512,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,823499.0,,,,2.0,,3.0,,,,
,remate de casa en fraccionamiento las americas 2 merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,950199.0,,,,1.0,,3.0,,,,
,remate de casa en las americas merida a0512,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,684499.0,,,,2.0,,3.0,,,las americas,
,casa en remate en las americas merida oportunidad ja22,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,684060.0,,,,2.0,,3.0,,,las americas,
,casa de recuperacion bancaria para descaso o airbnb centrica en merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,230000.0,,,,1.0,,2.0,,,,
,casa en calle 98 las americas merida mexico.,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,684059.0,,,,2.0,,3.0,,,las americas,
,remate de casa en cd causel merida a0512,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,763500.0,,,,1.0,,2.0,,,,
,casa en venta en colonia los pinos merida  bp,metros_cubicos,los pinos,,,2024-03-16 21:06:01.279679,,,1587720.0,,,,1.0,,3.0,,,los pinos,
,casa en venta en merida en arenna modelo haus en dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3861320.0,,,,3.0,,3.0,,,,
,casa de recuperacion en merida de excelente oportunidad.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,1280000.0,,,,2.0,,3.0,,,,
,casa en calle 25 montebello  merida. syp,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,2799755.0,,,,3.0,,4.0,,,montebello,
,remate de casa en las brisas merida a0512,metros_cubicos,las brisas,,,2024-03-16 21:06:01.279679,,,1240050.0,,,,3.0,,4.0,,,las brisas,
,casa en remate en tixcacal yucatan a0512,metros_cubicos,tixcacal,,,2024-03-16 21:06:01.279679,,,540499.0,,,,2.0,,2.0,,,tixcacal,
,remate de casa en calle 8 montebello merida a0512,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,402500.0,,,,3.0,,4.0,,,montebello,
,casa en venta en merida modelo dome en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2970000.0,,,,2.0,,3.0,,,,
,casa en venta en merida privada el origen modelo 562,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,13821520.0,,,,5.0,,4.0,,,,
,casa en venta en merida privada kinish en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5291083.0,,,,3.0,,3.0,,,,
,residencia de lujo en yucatan country club privada cutzam lote 79 merida,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,15800000.0,,,,6.0,,5.0,,,yucatan country club,
,casa en venta en merida de 5 recamaras privada margaritas 190 modelo b cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4974000.0,,,,5.0,,5.0,,,,
,casa de una planta en venta en merida en col. montecristo,metros_cubicos,montecristo,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,3.0,,3.0,,,montecristo,
,casa en venta en merida privada almena modelo azalea en dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4080000.0,,,,3.0,,3.0,,,,
,casa de una planta modelo tarraga c en privada zendera cholul merida,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3400000.0,,,,3.0,,3.0,,,cholul,
,casa en venta en merida modelo alora b en privada zendera cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4520000.0,,,,4.0,,4.0,,,,
,casa en venta en merida en ibiza modelo plus en temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4599000.0,,,,3.0,,3.0,,,,
,casa en venta en merida en temozon norte modelo 380,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5740000.0,,,,3.0,,3.0,,,,
,casa en venta en merida privada zendera cholul,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3980000.0,,,,3.0,,3.0,,,cholul,
,casa en venta en merida modelo balbi en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2770000.0,,,,2.0,,3.0,,,,
,casa en venta en merida privada el origen modelo 597,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,13945900.0,,,,5.0,,4.0,,,,
,casa en venta en merida privada ceres en dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3450000.0,,,,3.0,,3.0,,,,
,casa en venta en merida tipo townhouse en privada yaax beh modelo b de 3 recamaras en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2815000.0,,,,2.0,,3.0,,,,
,casa en venta en merida temozon norte muy cerca del periferico de merida y carretera a progreso,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5300000.0,,,,3.0,,3.0,,,,
,casa en venta en merida en privada tamara zona country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14800000.0,,,,6.0,,5.0,,,,
,casa en venta en merida privada el origen modelo 659,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,15646440.0,,,,5.0,,4.0,,,,
,casa en venta en merida modelo abi 2 en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2520000.0,,,,2.0,,2.0,,,,
,casa en venta en merida modelo taro 2p en cumbres 2 dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6300000.0,,,,5.0,,4.0,,,,
,casa en venta en merida tipo townhouse en privada yaax beh modelo a de 2 recamaras en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2599930.0,,,,2.0,,2.0,,,,
,casa nueva en venta en privada amidanah modelo b temozon norte merida norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5890000.0,,,,3.0,,3.0,,,temozon norte,
,casa de 4 recamaras modelo c en privada amidanah temozon norte merida,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,6140000.0,,,,4.0,,4.0,,,temozon norte,
,casa en venta en merida de 4 recamaras privada gardena modelo camelia cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3980000.0,,,,4.0,,4.0,,,,
,casa en venta en merida de 4 recamaras en privada moratta modelo palia plus en dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5270000.0,,,,3.0,,4.0,,,,
,casa en venta en merida modelo elbrus en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3100000.0,,,,2.0,,3.0,,,,
,casa en venta en merida modelo b en horizontes dzitya,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6200000.0,,,,5.0,,4.0,,,,
,casa de una planta venta en merida en temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7450000.0,,,,4.0,,3.0,,,,
,casa en venta en merida privada parque natura sitpach,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7500000.0,,,,4.0,,4.0,,,,
,casa en venta en merida modelo cervino en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2765000.0,,,,1.0,,2.0,,,,
,residencia de lujo en venta en privada soluna temozon  norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,19500000.0,,,,5.0,,4.0,,,,
,casa nueva de lujo en el country club frente al campo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,29500000.0,,,,5.0,,5.0,,,,
,estrena casa de lujo en el country club con la mejor ubicacion,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,29500000.0,,,,5.0,,5.0,,,,
,casa en venta en villa temozon merida,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,4479000.0,,,,2.0,,2.0,,,temozon norte,
,venta de casa en lomas de diztya merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5000000.0,,,,3.0,,3.0,,,,
,preventa de residencias en merida cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5540000.0,,,,5.0,,4.0,,,,
,venta de casa en parque natura merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7300000.0,,,,4.0,,4.0,,,,
,casa en  venta en montecristo merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,9500000.0,,,,3.0,,4.0,,,,
,casa en venta en santa gertrudis copo merida,metros_cubicos,santa gertrudis copo,,,2024-03-16 21:06:01.279679,,,6300000.0,,,,4.0,,4.0,,,santa gertrudis copo,
,casa en venta en merida tipo townhouse en privada palta 152 cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3455000.0,,,,3.0,,2.0,,,,
,casa en venta en merida privada palta 152 modelo e en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4432000.0,,,,4.0,,4.0,,,,
,casa en venta en merida privada palta 152 modelo f en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4399500.0,,,,4.0,,4.0,,,,
,casa en venta en merida privada palta 152 modelo d2 en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4192000.0,,,,3.0,,3.0,,,,
,casa en venta de 3 recamaras en cholul norte de merida,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,3700000.0,,,,4.0,,3.0,,,cholul,
,casona en venta en el centro de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,11900000.0,,,,2.0,,256.0,,,,
,casa en venta en merida en privada parque natura sitpach,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5700000.0,,,,5.0,,4.0,,,,
,casa en venta merida montebello entrega inmediata.,metros_cubicos,montebello,,,2024-03-16 21:06:01.279679,,,34000000.0,,,,5.0,,4.0,,,montebello,
,casa en venta en merida. privada navita modelo 98 en santa gertrudis copo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5850000.0,,,,3.0,,3.0,,,,
,casa de lujo modelo tiara en privada enuma temozon norte merida,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5931545.0,,,,3.0,,3.0,,,temozon norte,
,casa de lujo modelo babilon en privada enuma temozon norte merida,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5138897.0,,,,3.0,,3.0,,,temozon norte,
,casa de una planta en venta en merida. privada simaruba temozon norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,4180000.0,,,,2.0,,2.0,,,temozon norte,
,casa en venta en merida. privada navita modelo b en santa gertrudis copo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6050000.0,,,,4.0,,4.0,,,,
,casa en san antonio hool,metros_cubicos,san antonio,,,2024-03-16 21:06:01.279679,,,5450000.0,,,,4.0,,3.0,,,san antonio,
,venta casa 2 ambientes merida centro,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,12500000.0,,,,2.0,,2.0,,,merida centro,
,casa en venta cholul merida,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,4950000.0,,,,2.0,,2.0,,,cholul,
,casa en venta en merida en privada parque natura sitpach,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7350000.0,,,,4.0,,4.0,,,,
,residencia de una planta en esquina. 1000 m2. sodzil norte,metros_cubicos,sodzil norte,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,4.0,,3.0,,,sodzil norte,
,casa en san antonio hool,metros_cubicos,san antonio,,,2024-03-16 21:06:01.279679,,,5200000.0,,,,4.0,,3.0,,,san antonio,
,venta de casa dulce en privada de 4 habitaciones en tamanche,metros_cubicos,tamanche,,,2024-03-16 21:06:01.279679,,,5229000.0,,,,5.0,,4.0,,,tamanche,
,en venta casa de una planta en esquina ubicada en sodzil nor,metros_cubicos,nucleo sodzil,,,2024-03-16 21:06:01.279679,,,15000000.0,,,,3.0,,3.0,,,nucleo sodzil,
,casa en venta en yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,16500000.0,,,,4.0,,4.0,,,yucatan country club,
,casa en venta en merida modelo exclusive villa en privada norden 48 temozon,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,3590000.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta en nortemerida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,12300000.0,,,,4.0,,4.0,,,,
,casa en venta merida  privada yucatan country club,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,14950000.0,,,,5.0,,4.0,,,yucatan country club,
,venta casa 6 ambientes maya,metros_cubicos,maya,,,2024-03-16 21:06:01.279679,,,6600000.0,,,,6.0,,6.0,,,maya,
,casa en venta en privada olivoscholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3600000.0,,,,5.0,,4.0,,,,
,inara casa residencial en cholul yucatan,metros_cubicos,yucatan,,,2024-03-16 21:06:01.279679,,,3575000.0,,,,2.0,,3.0,,,yucatan,
,villas residenciales con domotica en cholul merida vivir en armonia con la naturaleza y la tecnologia.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3585000.0,,,,3.0,,3.0,,,,
,venta de casa de una planta con 2 recamaras y piscina en mon,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,3.0,,2.0,,,,
,venta de casa de 3 recamaras en real montejo merida,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,2998000.0,,,,3.0,,3.0,,,real montejo,
,venta de casa de 2 recamaras en real montejo merida yucata,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,2698000.0,,,,2.0,,2.0,,,real montejo,
,townhouse en venta cerca del periferico de merida  cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3050000.0,,,,2.0,,2.0,,,,
,casa en venta de una planta en las americas,metros_cubicos,las americas,,,2024-03-16 21:06:01.279679,,,1690000.0,,,,1.0,,2.0,,,las americas,
,casa en  santa gertrudis copo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5450000.0,,,,3.0,,3.0,,,,
,casa en venta en privada temozon norte  facil acceso,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5768000.0,,,,3.0,,3.0,,,temozon norte,
,casa en remate bancario en jardines de miraflores merida  yucatan ngc,metros_cubicos,jardines de miraflores,,,2024-03-16 21:06:01.279679,,,758000.0,,,,2.0,,3.0,,,jardines de miraflores,
,casa en venta  cholul merida,metros_cubicos,cholul,,,2024-03-16 21:06:01.279679,,,2544444.0,,,,2.0,,2.0,,,cholul,
,casa en venta en dzitya merida,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,6200000.0,,,,5.0,,4.0,,,dzitya,
,casa en venta en merida tipo townhouse en kenatta temozon norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4350000.0,,,,2.0,,2.0,,,,
,casa en venta en merida country club privada amanha modelo a,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,17500000.0,,,,3.0,,3.0,,,yucatan country club,
,casa al norte de merida a metros de carretera merida progreso,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3050000.0,,,,2.0,,2.0,,,,
,casa de 2 recamaras en temozon village con amenidades,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,4479000.0,,,,3.0,,2.0,,,temozon norte,
,townhouse de lujo modelo 1 en privada xcanatun merida norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3780000.0,,,,2.0,,2.0,,,,
,casa en venta en real montejo dzitya merida. residencial alzare merida norte,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,3035000.0,,,,3.0,,3.0,,,real montejo,
,residencia de una sola planta sin regimen de condominio en temozon merida norte,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,4250000.0,,,,3.0,,3.0,,,temozon norte,
,townhouse en temozon nte 2 recamaras piscina vigilancia cercania a las plazas comerciales,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,3300000.0,,,,2.0,,2.0,,,temozon norte,
,residencias en venta en merida cholul.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4192000.0,,,,3.0,,3.0,,,,
,casa en venta con muebles  merida  centro  san sebastian,metros_cubicos,merida centro,,,2024-03-16 21:06:01.279679,,,3850000.0,,,,2.0,,2.0,,,merida centro,
,casa en venta en altabrisa en meridayucatan,metros_cubicos,altabrisa,,,2024-03-16 21:06:01.279679,,,4100000.0,,,,3.0,,3.0,,,altabrisa,
,townhouse de lujo modelo 2 en privada xcanatun merida norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3085000.0,,,,2.0,,2.0,,,,
,casa en venta en merida modelo a en vitua gran san pedro cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3290000.0,,,,3.0,,3.0,,,,
,casa de lujo modelo amura en privada enuma temozon norte merida,metros_cubicos,temozon norte,,,2024-03-16 21:06:01.279679,,,5173843.0,,,,3.0,,3.0,,,temozon norte,
,casa en venta en merida privada parque natura.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7300000.0,,,,4.0,,4.0,,,,
,casa en venta en real montejo dzitya merida. residencial alzare modelo 119,metros_cubicos,real montejo,,,2024-03-16 21:06:01.279679,,,2670000.0,,,,2.0,,2.0,,,real montejo,
,casa de una planta en venta en merida privada gardena modelo begonia en cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3490000.0,,,,3.0,,3.0,,,,
,casa en venta en merida country club privada amanha modelo b,metros_cubicos,yucatan country club,,,2024-03-16 21:06:01.279679,,,14107528.0,,,,2.0,,2.0,,,yucatan country club,
,casa en venta en merida privada campo cielo modelo confort 3 recamaras,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3990000.0,,,,3.0,,3.0,,,,
,casa en venta en merida privada campo cielo modelo confort 2 recamaras,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3550000.0,,,,2.0,,2.0,,,,
,casa en venta cerca de av canek con departamentos en merida.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2600000.0,,,,6.0,,6.0,,,,
,se vende preciosa residencia antigua,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,14800000.0,,,,443.0,,2.0,,,,
,casa en venta en dzitya. exclusividad y conectividad en la zona norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3600000.0,,,,4.0,,3.0,,,,
,casa en venta provincia residencial club de golf,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,27000000.0,,,,4.0,,4.0,,,,
,casa en merida en conkal de 3 recamaras con alberca en privada,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3190000.0,,,,3.0,,3.0,,,,
,casa de una planta en venta en merida privada xcatay en yucatan country club,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,24990000.0,,,,5.0,,4.0,,,,
,townhouse totalmente equipado cerca de la macroplaza merida norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2550000.0,,,,2.0,,2.0,,,,
,casa en venta en cincon colonias de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,930000.0,,,,1.0,,1.0,,,,
,hermosa casa semi amueblada en venta.,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,7600000.0,,,,4.0,,3.0,,,,
,casa en venta en la zona norte de merida,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,5000000.0,,,,3.0,,3.0,,,,
,casa de 4 recamaras al norte de la cuidad macora 86,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4470000.0,,,,5.0,,4.0,,,,
,casa en venta en merida en privada amara modelo aqua en santa gertrudis copo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6543600.0,,,,4.0,,4.0,,,,
,casa en venta en merida en privada amara modelo vento en santa gertrudis copo,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,6085800.0,,,,3.0,,3.0,,,,
,venta de proyecto exclusivo de 2 casas en dzitya merida yu,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,3370000.0,,,,2.0,,3.0,,,dzitya,
,venta de proyecto exclusivo de 2 casas en dzitya merida yu,metros_cubicos,dzitya,,,2024-03-16 21:06:01.279679,,,3285000.0,,,,2.0,,2.0,,,dzitya,
,preventa de casa con 3 recamaras en zona norte,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3990000.0,,,,3.0,,3.0,,,,
,merida descubre tu nuevo hogar en alzare residencial,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3490000.0,,,,3.0,,3.0,,,,
,merida estrena tu nuevo hogar en alzare residencial real m,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,3225000.0,,,,3.0,,3.0,,,,
,casa en venta en merida modelo guna en cumbres novonorte cholul,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,2895000.0,,,,2.0,,3.0,,,,
,oportunidad increible casa de 3 pisos con rooftop,metros_cubicos,,,,2024-03-16 21:06:01.279679,,,4050000.0,,,,3.0,,2.0,,,,
