desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia
,residencia en venta en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4492500.0,277.08,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta merida temozon norte privada con amenidades moravia residencial,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,7950000.0,287.0,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,venta de casa  4 recamaras dzitya entrega inmediata en esquina,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6887760.0,482.36,"Casa en Dzityá, Mérida",5.0,4.0,dzitya
,amanha residences a,easybroker,,,,2024-02-21 13:04:12.121546,21.1210931,-89.5991979,18824946.0,374.77,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa de una planta en venta en el fraccionamiento campestre merida.,easybroker,campestre,,,2024-02-21 13:04:12.121546,21.0112849317,-89.6162080558,5990000.0,314.31,"Casa en Campestre, Mérida",3.0,4.0,campestre
,amanha residences,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14507484.0,283.87,"Casa en Yucatán Country Club, Mérida",3.0,2.0,
,townhouse en temozon norte 2 recamaras excelente ubicacion cerca de av principal,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3250000.0,164.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,venta de casa en colonia buenavista,easybroker,buenavista,,,2024-02-21 13:04:12.121546,20.9994186,-89.619279,12000000.0,516.0,"Casa en Buenavista, Mérida",4.0,4.0,buenavista
,se vende casa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,12000000.0,226.0,"Casa en Mérida Centro, Mérida",,7.0,centro
,casa en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.957732606,-89.6106076241,2200000.0,95.0,"Casa en Mérida Centro, Mérida",,,azcorra
,casona en el centro a un costado del parque  de la plancha.,easybroker,del parque,,,2024-02-21 13:04:12.121546,20.9825577881,-89.606358339,10500000.0,330.0,"Casa en Mérida Centro, Mérida",,,las arboleadas
,casa de 1 planta dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4390000.0,261.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casona colonial en venta a tan solo una calle del parque de la plancha,easybroker,del parque,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,8956657.5,559.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,casa120 en venta en privada oasis en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1158498174,-89.6060371399,14950000.0,417.0,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,casa en mulsay,easybroker,mulsay,,,2024-02-21 13:04:12.121546,20.9607426,-89.6522267,1350000.0,230.0,"Casa en Mulsay, Mérida",2.0,3.0,mulsay
,venta y renta de casa o oficinas o locales cordemex,easybroker,,,,2024-02-21 13:04:12.121546,21.0299908,-89.6292839,2650000.0,150.0,"Casa en Ampliación Cordemex, Mérida",2.0,,xcumpich
,casa remodelada en diamante opichen,easybroker,,,,2024-02-21 13:04:12.121546,20.9357758,-89.6853854,770000.0,95.0,"Casa en Diamante Paseos de Opichen, Mérida",,,diamante paseos de opichen
,en venta casa antigua en col mexico en merida.,easybroker,mexico,,,2024-02-21 13:04:12.121546,21.0094451,-89.6048557,8990000.0,493.0,"Casa en Residencial Colonia México, Mérida",2.0,3.0,mexico norte
,casa en country modelo 121,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,416.25,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,venta casa merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,5990000.0,189.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en country modelo 120,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,417.0,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa en venta de 5 recamaras en privada el triunfo santa gertrudis copo,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,4550000.0,289.95,"Casa en Santa Gertrudis Copo, Mérida",4.0,5.0,santa gertrudis copo
,casa en venta licata 06,easybroker,,,,2024-02-21 13:04:12.121546,21.0558725,-89.5915071,23800000.0,555.3,"Casa en Cabo Norte, Mérida",4.0,3.0,temozon norte
,casa en venta en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3285000.0,198.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,venta casa de 3 recamaras en zona countrty,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,7500000.0,280.0,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,hermosa casa en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.0307114,-89.6181018,22000000.0,381.0,"Casa en Montes de Ame, Mérida",4.0,3.0,benito juarez norte
,casa de lujo en venta frondeza,easybroker,,,,2024-02-21 13:04:12.121546,21.0558725,-89.5915071,16530000.0,385.32,"Casa en Cabo Norte, Mérida",5.0,3.0,temozon norte
,casa en privada al norte de merida 3 recamaras exclusiva privada amenidades,easybroker,,,,2024-02-21 13:04:12.121546,21.0815369312,-89.6356916428,8500000.0,390.5,"Casa en Xcanatún, Mérida",3.0,3.0,las americas ii
,casa en venta privada nuukan modelo jaguar cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,9850000.0,422.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en privada ubicada en zona country,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,13800000.0,461.2,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,casa en venta priv. parque central sala tv alberca 4 hab entrega inmediata,easybroker,parque central,,,2024-02-21 13:04:12.121546,21.0331587,-89.5404648,6590000.0,259.0,"Casa en Parque Central, Mérida",5.0,4.0,sitpach
,casa en venta en san ramon norte merida,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0232361,-89.6075053,14500000.0,611.0,"Casa en San Ramon Norte, Mérida",5.0,3.0,benito juarez norte
,venta de casa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,5500000.0,195.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,townhouse en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3600000.0,139.46,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa en venta cortijo residencial 750m2 de terreno,easybroker,,,,2024-02-21 13:04:12.121546,21.1182117896,-89.5899007656,10490000.0,326.74,"Casa en Chablekal, Mérida",4.0,3.0,
,casa de un piso fabulosa en chuburna,easybroker,,,,2024-02-21 13:04:12.121546,21.0126337,-89.650057,3500000.0,150.69,"Casa en San Luis Chuburna, Mérida",2.0,3.0,san luis chuburna
,casas en venta  zante,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,2950000.0,146.0,"Casa en Mérida, Mérida",2.0,3.0,lazaro cardenas
,casa en plenum residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0471922,-89.5319878,5200000.0,266.0,"Casa en Cholul, Mérida",4.0,3.0,
,casa en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,21000000.0,525.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa en venta en serapio rendo merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9286268,-89.6163359,1000000.0,55.95,"Casa en Serapio Rendón, Mérida",,2.0,serapio rendon
,casas en venta vitua,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,3290000.0,149.0,"Casa en Mérida, Mérida",3.0,3.0,lazaro cardenas
,casa de 2 recamaras una planta cochera con porton electrico bodega,easybroker,,,,2024-02-21 13:04:12.121546,20.957023,-89.6551671,1180000.0,237.0,"Casa en Nueva Mulsay, Mérida",,2.0,nueva mulsay
,casa oasis 121,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,416.0,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa en merida con alberca en dzytia,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4490000.0,305.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en cholul al norte de merida 3 recarmaras cochera alberca terraza,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4359600.0,307.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta de 4 habitaciones con family room en   cholul   merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0358654,-89.5612069,5200000.0,308.0,"Casa en Las Margaritas de Cholul, Mérida",4.0,4.0,cholul
,casa de una planta 3 recamaras cochera alberca acabados de lujo,easybroker,,,,2024-02-21 13:04:12.121546,21.0513414449,-89.5661260014,4860000.0,296.85,"Casa en Cholul, Mérida",3.0,3.0,cholul
,vendo casa con amplio terreno en emiliano zapata suriv,easybroker,emiliano zapata sur,,,2024-02-21 13:04:12.121546,20.9145939,-89.6518833,720000.0,100.0,"Casa en Emiliano Zapata Sur, Mérida",,2.0,emiliano zapata sur 1
,casa oasis 120,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,417.0,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,residencia en calle cerrada en garcia gineres,easybroker,garcia gineres,,,2024-02-21 13:04:12.121546,20.9890152,-89.632226,3600000.0,173.59,"Casa en Garcia Gineres, Mérida",4.0,4.0,garcia gineres
,casa en venta  en privada fontana,easybroker,,,,2024-02-21 13:04:12.121546,21.050780728,-89.5898246491,6800000.0,284.0,"Casa en Santa Gertrudis Copo, Mérida",5.0,4.0,temozon norte
,venta casa nueva en temozon oku urban,easybroker,,,,2024-02-21 13:04:12.121546,21.0753661296,-89.6155631151,4100000.0,230.0,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,casa en venta privada nuukan modelo iguana cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,9850000.0,369.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta en la ceiba merida,easybroker,la ceiba,,,2024-02-21 13:04:12.121546,,,13500000.0,432.55,"Casa en Club de Golf La Ceiba, Mérida",5.0,3.0,
,casa en venta al norte de merida santa rita cholul,easybroker,santa rita cholul,,,2024-02-21 13:04:12.121546,21.0315949295,-89.5692157745,3795000.0,184.0,"Casa en Santa Rita Cholul, Mérida",3.0,3.0,cholul
,casa en venta al norte de merida santa rita cholul,easybroker,santa rita cholul,,,2024-02-21 13:04:12.121546,21.0315949295,-89.5692157745,3490000.0,179.0,"Casa en Santa Rita Cholul, Mérida",2.0,2.0,cholul
,casa centro san cristobal,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,3000000.0,87.0,"Casa en Mérida Centro, Mérida",,2.0,centro
,villas en temozon verano 2024,easybroker,,,,2024-02-21 13:04:12.121546,21.0634817,-89.6110378,4500000.0,235.29,"Casa en Temozon Norte, Mérida",2.0,2.0,temozon norte
,casa a doble altura y habitacion en planta baja en privada al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5200000.0,245.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa sobre avenida ideal para negocio,easybroker,,,,2024-02-21 13:04:12.121546,20.9971389,-89.5998505,3500000.0,251.03,"Casa en Felipe Carrillo Puerto Nte, Mérida",4.0,4.0,diaz ordaz
,casa en venta cd. caucel _ dym,easybroker,caucel,,,2024-02-21 13:04:12.121546,20.9921202,-89.6957222,1750000.0,97.8,"Casa en Ciudad Caucel, Mérida",,2.0,ciudad caucel
,casa en venta ubicada en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,6250000.0,306.0,"Casa en Temozon Norte, Mérida",5.0,4.0,x canatun
,casa en venta en real montejo,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2598800.0,151.0,"Casa en Real Montejo, Mérida",3.0,3.0,dzitya
,residencias ubicadas en temozon en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3831667.12,168.0,"Casa en Temozon Norte, Mérida",3.0,2.0,x canatun
,casa de 3 recamaras alberca cochera recamara en pb creditos y cofinavit,easybroker,,,,2024-02-21 13:04:12.121546,21.0370825606,-89.5585728192,3700000.0,195.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa de una planta en caucel,easybroker,caucel,,,2024-02-21 13:04:12.121546,21.0057849,-89.6973642,1500000.0,167.66,"Casa en Caucel, Mérida",2.0,3.0,caucel
,preciosa casa en venta de 3 recamaras en privada punta lomas temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.0634817,-89.6110378,5400000.0,247.27,"Casa en Temozon Norte, Mérida",4.0,3.0,temozon norte
,preciosas casas en venta de 3 recamaras y piscina en privada oasis chuburna,easybroker,,,,2024-02-21 13:04:12.121546,21.0053951,-89.6263416,3300000.0,174.61,"Casa en Chuburna de Hidalgo, Mérida",3.0,3.0,chuburna de hidalgo
,modelo 186  capri cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3396000000.0,186.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta de casa en el norte de merida privada unica,easybroker,,,,2024-02-21 13:04:12.121546,21.0987252,-89.5982084,5750000.0,246.0,"Casa en Dzibilchaltún, Mérida",3.0,3.0,
,casa en venta cocoyoles,easybroker,cocoyoles,,,2024-02-21 13:04:12.121546,21.0469382,-89.5990815,5600000.0,,"Casa en Cocoyoles, Mérida",3.0,3.0,temozon norte
,maruva villas,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,2290000.0,,"Casa en Cholul, Mérida",2.0,2.0,cholul
,fraccionamiento amaneceres,easybroker,,,,2024-02-21 13:04:12.121546,20.9189627,-89.6263416,963000.0,,"Casa en San Jose Tecoh, Mérida",,2.0,san jose tecoh
,dzitya 8,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3100000.0,,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa tumin 49,easybroker,,,,2024-02-21 13:04:12.121546,21.0941881,-89.6242326,13900000.0,352.0,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,vitela copo,easybroker,,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,2895000.0,,"Casa en Santa Gertrudis Copo, Mérida",2.0,2.0,santa gertrudis copo
,oku urban homes,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4100000.0,230.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,sabbia,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,2999000.0,157.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,san diego cutz lote 232,easybroker,,,,2024-02-21 13:04:12.121546,21.0961842,-89.5756987,4745000.0,,"Casa en Chablekal, Mérida",3.0,3.0,chablekal
,aire puro,easybroker,,,,2024-02-21 13:04:12.121546,21.0961842,-89.5756987,4600000.0,,"Casa en Chablekal, Mérida",4.0,4.0,chablekal
,capri residencias,easybroker,,,,2024-02-21 13:04:12.121546,21.0277294,-89.5208718,3140000.0,,"Casa en Sitpach, Mérida",,,sitpach
,venta de casa en el norte de merida privada tamora,easybroker,,,,2024-02-21 13:04:12.121546,21.0460546021,-89.5093059853,3575000.0,188.0,"Casa en Cholul, Mérida",3.0,3.0,
,townhouses en venta th jb,easybroker,,,,2024-02-21 13:04:12.121546,21.0352207,-89.6357563,3750000.0,214.0,"Casa en Xcumpich, Mérida",3.0,3.0,xcumpich
,se vende casa en el centro cerca de santiago,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,5000000.0,123.0,"Casa en Mérida Centro, Mérida",,2.0,centro
,se vende casa en residencial floresta  en esquina,easybroker,residencial floresta,,,2024-02-21 13:04:12.121546,21.0057886,-89.6360505,2850000.0,139.0,"Casa en Floresta, Mérida",2.0,3.0,chuburna de hidalgo
,hotel barriojo centro merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,70000000.0,100.0,"Casa en Mérida Centro, Mérida",22.0,22.0,centro
,casa azul en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,8500000.0,390.0,"Casa en Mérida Centro, Mérida",2.0,2.0,
,hermosa residencia en venta margaritas cholul.,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0358654,-89.5612069,4600000.0,255.0,"Casa en Las Margaritas de Cholul, Mérida",4.0,3.0,cholul
,casa en venta en real montejo con excelente terreno.,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2830000.0,452.25,"Casa en Real Montejo, Mérida",,,dzitya
,excelente casa para inversio n en el centro,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,11000000.0,361.0,"Casa en Mérida Centro, Mérida",3.0,4.0,centro
,excelente casa en venta en priv.nortemerida,easybroker,,,,2024-02-21 13:04:12.121546,21.1030877,-89.6613591,12900000.0,549.05,"Casa en Komchen, Mérida",5.0,4.0,komchen
,residencia  en venta en priv. nortemerida,easybroker,,,,2024-02-21 13:04:12.121546,21.1030877,-89.6613591,12200000.0,495.0,"Casa en Komchen, Mérida",5.0,4.0,komchen
,preventa casa de 3 habitaciones con piscina en privada camelia merida yuc.,easybroker,,,,2024-02-21 13:04:12.121546,21.0277294,-89.5208718,2799000.0,158.0,"Casa en Sitpach, Mérida",2.0,3.0,sitpach
,townhouses grandia en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.0320929,-89.572163,2500000.0,126.0,"Casa en Santa Rita Cholul, Mérida",2.0,2.0,cholul
,casa en venta en merida en el norte de merida de una planta ubicada en sodzil,easybroker,,,,2024-02-21 13:04:12.121546,21.0441317,-89.6216334,15000000.0,500.0,"Casa en Sodzil Norte, Mérida",4.0,3.0,sodzil norte
,se vende preciosa casas nueva en floresta,easybroker,,,,2024-02-21 13:04:12.121546,,,3500000.0,242.0,"Casa en Floresta, Mérida",3.0,3.0,
,venta casa en la colonia buenavista,easybroker,buenavista,,,2024-02-21 13:04:12.121546,20.9994186,-89.619279,3650000.0,248.0,"Casa en Buenavista, Mérida",2.0,3.0,buenavista
,hermosa casa en merida de una planta  amplio terreno acabados de  lujo,easybroker,,,,2024-02-21 13:04:12.121546,21.1169729,-89.6732955,10990000.0,392.3,"Casa en La Rejoyada, Mérida",4.0,3.0,
,casa en venta en merida parque natura cholul 129 balche,easybroker,parque natura,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,7300000.0,293.73,"Casa en Cholul, Mérida",4.0,4.0,cholul
,casa en venta en cholul merida una planta con 3 habitaciones alberca y paneles,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4850000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta casa de una planta en la col. buenavista,easybroker,buenavista,,,2024-02-21 13:04:12.121546,20.9994186,-89.619279,5750000.0,360.0,"Casa en Buenavista, Mérida",4.0,4.0,buenavista
,casa en venta en real montejo,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,3500000.0,292.11,"Casa en Real Montejo, Mérida",2.0,3.0,dzitya
,casa tipo loft en portobelo,easybroker,,,,2024-02-21 13:04:12.121546,21.0558725,-89.5915071,4150000.0,139.0,"Casa en Cabo Norte, Mérida",,2.0,temozon norte
,casa en venta yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,417.4,"Casa en Yucatán Country Club, Mérida",5.0,3.0,
,venta casa 2 recamaras y rooftop norte merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3600000.0,139.46,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa en venta al norte de merida dzitya arista,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3600000.0,220.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,venta casa para remodelar avenida itzaes merida yuc.,easybroker,itzaes,,,2024-02-21 13:04:12.121546,20.9787901,-89.6417864,2300000.0,116.0,"Casa en Itzaes, Mérida",,3.0,inalambrica
,excelente casa de lujo en montebello,easybroker,montebello,,,2024-02-21 13:04:12.121546,21.0306572,-89.5945502,16900000.0,700.0,"Casa en Montebello, Mérida",5.0,4.0,montebello
,townhouse ozonta venta temozon norte merida,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4580000.0,252.62,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
